ScenarioID,ParallelShift_bps,TwistFactor_bps,ButterflyFactor_bps,PnL_DurationEffect_INR,PnL_ConvexityEffect_INR,PnL_Total_INR,PnL_Pct,VaR_Contribution,YieldChange,PortfolioPnL_INR,Loss_INR,PnL_Bucket
824,151.95,38.21,49.26,-2047582.71,163083.69,-1884499.02,-5.8782,1884499.02,0.015194999999999998,-1884445.8925363733,1884445.8925363733,"(-1997318.332, -1529915.797]"
825,-77.27,-79.25,-58.78,1041158.99,42165.94,1083324.92,3.3791,1083324.92,-0.0077269999999999995,1083379.4925030107,-1083379.4925030107,"(807096.881, 1274499.417]"
826,-65.95,-54.84,23.08,888681.75,30719.93,919401.68,2.8678,919401.68,-0.006595,919392.3570211931,-919392.3570211931,"(807096.881, 1274499.417]"
827,-8.67,76.05,-10.06,116810.19,530.75,117340.93,0.366,117340.93,-0.000867,117358.74500161604,-117358.74500161604,"(-127708.19, 339694.345]"
828,-142.51,40.43,30.34,1920316.34,143440.96,2063757.3,6.4373,2063757.3,-0.014251,2063755.918922583,-2063755.918922583,"(1741901.952, 2209304.488]"
829,-24.39,111.28,-18.5,328613.72,4200.48,332814.2,1.0381,332814.2,-0.002439,332855.59052853705,-332855.59052853705,"(-127708.19, 339694.345]"
830,-73.78,12.96,-44.5,994128.84,38442.62,1032571.46,3.2208,1032571.46,-0.007378,1032628.6164039788,-1032628.6164039788,"(807096.881, 1274499.417]"
831,-96.36,27.18,-26.01,1298491.5,65585.2,1364076.7,4.2548,1364076.7,-0.009636,1364026.886213377,-1364026.886213377,"(1274499.417, 1741901.952]"
832,34.98,-40.32,4.82,-471364.82,8642.55,-462722.27,-1.4433,462722.27,0.003498,-462711.7083709379,462711.7083709379,"(-595110.726, -127708.19]"
833,115.93,-17.79,-13.4,-1562101.64,94917.48,-1467184.16,-4.5765,1467184.16,0.011593000000000001,-1467227.9688101285,1467227.9688101285,"(-1529915.797, -1062513.261]"
834,-222.48,9.45,42.25,2997870.02,349585.35,3347455.38,10.4414,3347455.38,-0.022248,3347500.5653874036,-3347500.5653874036,"(3144109.559, 3611512.095]"
835,72.99,22.19,7.47,-983472.3,37622.87,-945849.43,-2.9503,945849.43,0.007298999999999999,-945909.0715341956,945909.0715341956,"(-1062513.261, -595110.726]"
836,-191.57,-13.24,-8.97,2581357.67,259193.44,2840551.11,8.8603,2840551.11,-0.019157,2840597.210049032,-2840597.210049032,"(2676707.023, 3144109.559]"
837,2.77,22.13,-11.23,-37380.29,54.35,-37325.94,-0.1164,37325.94,0.000277,-37271.425423281515,37271.425423281515,"(-127708.19, 339694.345]"
838,-19.16,-25.73,67.36,258198.11,2593.19,260791.3,0.8135,260791.3,-0.001916,260772.90528735812,-260772.90528735812,"(-127708.19, 339694.345]"
839,5.26,-6.84,42.75,-70830.22,195.15,-70635.07,-0.2203,70635.07,0.000526,-70682.83695652838,70682.83695652838,"(-127708.19, 339694.345]"
840,-47.9,24.68,-6.69,645420.11,16203.64,661623.75,2.0637,661623.75,-0.00479,661655.3296392029,-661655.3296392029,"(339694.345, 807096.881]"
841,-152.01,1.05,-16.42,2048327.11,163202.29,2211529.4,6.8982,2211529.4,-0.015201,2211529.4422089164,-2211529.4422089164,"(2209304.488, 2676707.023]"
842,-110.48,5.93,3.54,1488707.63,86207.78,1574915.41,4.9125,1574915.41,-0.011048,1574920.8850428832,-1574920.8850428832,"(1274499.417, 1741901.952]"
843,69.26,87.76,31.53,-933260.24,33879.2,-899381.04,-2.8054,899381.04,0.006926000000000001,-899395.0029644256,899395.0029644256,"(-1062513.261, -595110.726]"
844,4.82,-44.94,-5.91,-64910.17,163.89,-64746.28,-0.202,64746.28,0.000482,-64785.183133823775,64785.183133823775,"(-127708.19, 339694.345]"
845,147.03,-2.67,99.16,-1981179.75,152677.62,-1828502.13,-5.7035,1828502.13,0.014703,-1828538.47296925,1828538.47296925,"(-1997318.332, -1529915.797]"
846,-180.48,71.41,-15.44,2431942.03,230056.27,2661998.3,8.3033,2661998.3,-0.018047999999999998,2662018.3588052387,-2662018.3588052387,"(2209304.488, 2676707.023]"
847,105.28,14.35,33.91,-1418660.34,78286.07,-1340374.27,-4.1809,1340374.27,0.010528000000000001,-1340359.0369690203,1340359.0369690203,"(-1529915.797, -1062513.261]"
848,201.16,9.31,-64.68,-2710626.39,285803.11,-2424823.27,-7.5635,2424823.27,0.020116,-2424820.101190943,2424820.101190943,"(-2464720.868, -1997318.332]"
849,43.52,42.58,18.74,-586427.85,13376.94,-573050.91,-1.7875,573050.91,0.004352,-573052.9268527952,573052.9268527952,"(-595110.726, -127708.19]"
850,69.38,55.52,11.03,-934875.23,33996.56,-900878.67,-2.81,900878.67,0.006938,-900894.4937584591,900894.4937584591,"(-1062513.261, -595110.726]"
851,126.71,116.08,-23.74,-1707412.25,113397.75,-1594014.51,-4.9721,1594014.51,0.012671,-1594013.9046534155,1594013.9046534155,"(-1997318.332, -1529915.797]"
852,128.32,47.91,-50.97,-1729122.74,116299.88,-1612822.86,-5.0307,1612822.86,0.012832,-1612808.5771526564,1612808.5771526564,"(-1997318.332, -1529915.797]"
853,51.88,-32.25,-23.4,-699059.04,19008.83,-680050.21,-2.1212,680050.21,0.005188,-680070.5822252687,680070.5822252687,"(-1062513.261, -595110.726]"
854,8.3,70.61,0.59,-111844.64,486.58,-111358.06,-0.3473,111358.06,0.0008300000000000001,-111355.54389446879,111355.54389446879,"(-127708.19, 339694.345]"
855,-177.75,70.18,68.46,2395121.71,223142.76,2618264.47,8.1669,2618264.47,-0.017775,2618324.4824441224,-2618324.4824441224,"(2209304.488, 2676707.023]"
856,-108.95,-105.3,-6.18,1468116.55,83839.5,1551956.06,4.8409,1551956.06,-0.010895,1551933.0066862123,-1551933.0066862123,"(1274499.417, 1741901.952]"
857,194.04,-41.69,5.98,-2614745.21,265941.67,-2348803.55,-7.3264,2348803.55,0.019403999999999998,-2348752.1025097067,2348752.1025097067,"(-2464720.868, -1997318.332]"
858,-28.05,55.5,1.23,377965.02,5556.88,383521.9,1.1963,383521.9,-0.002805,383529.494957922,-383529.494957922,"(339694.345, 807096.881]"
859,-14.24,22.72,-28.16,191928.36,1432.87,193361.23,0.6031,193361.23,-0.001424,193315.5129172161,-193315.5129172161,"(-127708.19, 339694.345]"
860,129.69,-5.45,2.31,-1747605.05,118799.39,-1628805.66,-5.0806,1628805.66,0.012969,-1628772.7244841468,1628772.7244841468,"(-1997318.332, -1529915.797]"
861,-60.17,13.97,-63.1,810816.59,25572.48,836389.07,2.6089,836389.07,-0.006017,836358.4893157997,-836358.4893157997,"(807096.881, 1274499.417]"
862,-38.89,-93.58,35.28,524023.42,10681.42,534704.84,1.6679,534704.84,-0.003889,534723.0034749658,-534723.0034749658,"(339694.345, 807096.881]"
863,171.14,3.72,-0.03,-2306158.36,206873.99,-2099284.37,-6.5481,2099284.37,0.017113999999999997,-2099239.772807686,2099239.772807686,"(-2464720.868, -1997318.332]"
864,112.8,-33.52,20.29,-1519981.67,89867.85,-1430113.82,-4.4608,1430113.82,0.01128,-1430107.8496002462,1430107.8496002462,"(-1529915.797, -1062513.261]"
865,96.62,-38.86,-11.04,-1301995.88,65939.68,-1236056.19,-3.8555,1236056.19,0.009662,-1236015.0459245786,1236015.0459245786,"(-1529915.797, -1062513.261]"
866,299.21,-29.88,-26.84,-4031810.81,632306.9,-3399503.91,-10.6038,3399503.91,0.029921,-3399525.939193036,3399525.939193036,"(-3408873.99, -2932123.404]"
867,105.8,63.84,62.18,-1425584.52,79052.13,-1346532.39,-4.2001,1346532.39,0.010579999999999999,-1346590.7807177603,1346590.7807177603,"(-1529915.797, -1062513.261]"
868,7.57,-6.14,-14.06,-101997.63,404.68,-101592.95,-0.3169,101592.95,0.0007570000000000001,-101600.65266857024,101600.65266857024,"(-127708.19, 339694.345]"
869,-11.65,26.14,-23.67,157031.5,959.18,157990.68,0.4928,157990.68,-0.001165,157941.7850611488,-157941.7850611488,"(-127708.19, 339694.345]"
870,42.69,72.61,8.77,-575248.55,12871.78,-562376.77,-1.7542,562376.77,0.004268999999999999,-562374.0948211813,562374.0948211813,"(-595110.726, -127708.19]"
871,240.22,-40.39,15.0,-3236900.43,407555.08,-2829345.35,-8.8253,2829345.35,0.024021999999999998,-2829385.790203942,2829385.790203942,"(-2932123.404, -2464720.868]"
872,-5.38,-58.36,2.41,72549.72,204.74,72754.46,0.2269,72754.46,-0.000538,72699.67421991171,-72699.67421991171,"(-127708.19, 339694.345]"
873,-21.72,-23.74,0.36,292608.91,3330.45,295939.36,0.9231,295939.36,-0.002172,296007.93209435494,-296007.93209435494,"(-127708.19, 339694.345]"
874,-174.1,-65.05,28.4,2346030.74,214089.33,2560120.07,7.9856,2560120.07,-0.01741,2560070.4027639516,-2560070.4027639516,"(2209304.488, 2676707.023]"
875,-9.52,-93.33,51.16,128228.45,639.58,128868.03,0.402,128868.03,-0.0009519999999999999,128921.6570283086,-128921.6570283086,"(-127708.19, 339694.345]"
876,184.86,6.88,-15.02,-2490947.46,241355.26,-2249592.2,-7.017,2249592.2,0.018486000000000002,-2249618.8210957153,2249618.8210957153,"(-2464720.868, -1997318.332]"
877,-9.24,6.88,-3.93,124546.38,603.38,125149.76,0.3904,125149.76,-0.000924,125111.57053902092,-125111.57053902092,"(-127708.19, 339694.345]"
878,-29.96,25.48,-27.88,403688.61,6339.0,410027.6,1.279,410027.6,-0.002996,410049.21321294835,-410049.21321294835,"(339694.345, 807096.881]"
879,-10.41,-3.64,-24.24,140238.73,765.0,141003.73,0.4398,141003.73,-0.001041,141039.64364605656,-141039.64364605656,"(-127708.19, 339694.345]"
880,10.11,45.96,15.75,-136214.83,721.73,-135493.1,-0.4226,135493.1,0.001011,-135509.8581680258,135509.8581680258,"(-595110.726, -127708.19]"
881,-119.48,-54.44,9.42,1610053.28,100834.26,1710887.54,5.3366,1710887.54,-0.011948,1710813.0467297847,-1710813.0467297847,"(1274499.417, 1741901.952]"
882,74.94,29.33,15.52,-1009822.18,39665.91,-970156.27,-3.0261,970156.27,0.007494,-970147.8495856741,970147.8495856741,"(-1062513.261, -595110.726]"
883,-44.94,-70.59,-30.69,605533.28,14262.76,619796.04,1.9333,619796.04,-0.004494,619828.5497806233,-619828.5497806233,"(339694.345, 807096.881]"
884,48.8,4.76,-13.7,-657541.78,16818.0,-640723.78,-1.9986,640723.78,0.00488,-640757.8841371012,640757.8841371012,"(-1062513.261, -595110.726]"
885,-16.83,-68.2,22.16,226837.01,2001.5,228838.51,0.7138,228838.51,-0.0016829999999999998,228783.99759799705,-228783.99759799705,"(-127708.19, 339694.345]"
886,182.07,-19.57,-12.33,-2453351.39,234124.65,-2219226.74,-6.9222,2219226.74,0.018207,-2219254.205108701,2219254.205108701,"(-2464720.868, -1997318.332]"
887,73.63,34.78,-2.93,-992226.18,38295.61,-953930.57,-2.9755,953930.57,0.007363,-953870.284299089,953870.284299089,"(-1062513.261, -595110.726]"
888,64.6,5.73,4.5,-870469.02,29473.67,-840995.34,-2.6232,840995.34,0.00646,-841007.4531987482,841007.4531987482,"(-1062513.261, -595110.726]"
889,62.19,94.98,-26.74,-838050.79,27319.22,-810731.57,-2.5288,810731.57,0.006219,-810690.974889234,810690.974889234,"(-1062513.261, -595110.726]"
890,83.33,-43.12,-79.9,-1122835.6,49041.07,-1073794.52,-3.3494,1073794.52,0.008333,-1073824.023918847,1073824.023918847,"(-1529915.797, -1062513.261]"
891,18.59,51.86,29.34,-250507.86,2441.01,-248066.85,-0.7738,248066.85,0.001859,-248058.5222292682,248058.5222292682,"(-595110.726, -127708.19]"
892,39.68,22.88,4.62,-534751.94,11123.27,-523628.67,-1.6333,523628.67,0.003968,-523565.61069622246,523565.61069622246,"(-595110.726, -127708.19]"
893,-156.68,90.48,-5.4,2111251.71,173383.46,2284635.17,7.1263,2284635.17,-0.015668,2284639.172632628,-2284639.172632628,"(2209304.488, 2676707.023]"
894,-73.14,25.04,-11.64,985502.25,37778.34,1023280.58,3.1918,1023280.58,-0.007314,1023340.5340538874,-1023340.5340538874,"(807096.881, 1274499.417]"
895,146.97,0.25,-10.7,-1980466.66,152567.74,-1827898.92,-5.7016,1827898.92,0.014697,-1827854.5647852484,1827854.5647852484,"(-1997318.332, -1529915.797]"
896,73.8,-12.86,40.24,-994466.12,38468.71,-955997.41,-2.982,955997.41,0.007379999999999999,-955984.0088830962,955984.0088830962,"(-1062513.261, -595110.726]"
897,-69.18,16.04,-27.02,932159.79,33799.35,965959.14,3.013,965959.14,-0.0069180000000000005,965999.1816823103,-965999.1816823103,"(807096.881, 1274499.417]"
898,4.94,56.83,28.76,-66518.71,172.11,-66346.6,-0.2069,66346.6,0.0004940000000000001,-66393.90539043938,66393.90539043938,"(-127708.19, 339694.345]"
899,-70.15,-78.28,19.38,945227.4,34753.63,979981.03,3.0568,979981.03,-0.007015,980024.4325547819,-980024.4325547819,"(807096.881, 1274499.417]"
900,69.06,30.36,-45.97,-930633.37,33688.75,-896944.63,-2.7978,896944.63,0.006906,-896895.3996176033,896895.3996176033,"(-1062513.261, -595110.726]"
901,-115.53,-36.11,1.78,1556801.27,94274.44,1651075.71,5.1501,1651075.71,-0.011553,1651030.6003559744,-1651030.6003559744,"(1274499.417, 1741901.952]"
902,80.14,-18.43,-6.48,-1079906.31,45362.79,-1034543.52,-3.227,1034543.52,0.008014,-1034521.9936931811,1034521.9936931811,"(-1062513.261, -595110.726]"
903,110.61,43.66,-6.97,-1490481.53,86413.35,-1404068.18,-4.3796,1404068.18,0.011061,-1404053.3375755057,1404053.3375755057,"(-1529915.797, -1062513.261]"
904,-17.29,101.74,-12.31,232917.88,2110.25,235028.13,0.7331,235028.13,-0.0017289999999999999,235093.3287888289,-235093.3287888289,"(-127708.19, 339694.345]"
905,26.91,-29.84,-12.89,-362603.1,5114.35,-357488.75,-1.1151,357488.75,0.002691,-357496.4074135922,357496.4074135922,"(-595110.726, -127708.19]"
906,15.23,64.87,-14.9,-205222.73,1638.24,-203584.48,-0.635,203584.48,0.001523,-203585.27244341266,203585.27244341266,"(-595110.726, -127708.19]"
907,-36.04,53.75,2.56,485602.34,9172.53,494774.87,1.5433,494774.87,-0.003604,494811.1106000527,-494811.1106000527,"(339694.345, 807096.881]"
908,-123.21,14.88,12.9,1660202.2,107213.53,1767415.73,5.513,1767415.73,-0.012320999999999999,1767468.1635511278,-1767468.1635511278,"(1741901.952, 2209304.488]"
909,-137.33,38.76,39.34,1850503.77,133201.03,1983704.8,6.1876,1983704.8,-0.013733,1983717.5382544454,-1983717.5382544454,"(1741901.952, 2209304.488]"
910,-106.29,36.39,-31.66,1432203.99,79787.96,1511991.95,4.7162,1511991.95,-0.010629000000000001,1512045.871279498,-1512045.871279498,"(1274499.417, 1741901.952]"
911,-54.82,39.08,-10.27,738656.01,21223.26,759879.27,2.3702,759879.27,-0.005482,759922.443560381,-759922.443560381,"(339694.345, 807096.881]"
912,-36.41,-52.86,13.46,490583.82,9361.69,499945.5,1.5594,499945.5,-0.0036409999999999997,499986.17370135157,-499986.17370135157,"(339694.345, 807096.881]"
913,-244.07,-18.36,4.61,3288805.4,420730.49,3709535.89,11.5708,3709535.89,-0.024406999999999998,3709567.7277139337,-3709567.7277139337,"(3611512.095, 4078914.63]"
914,-58.46,-19.78,77.63,787688.59,24134.41,811823.0,2.5323,811823.0,-0.0058460000000000005,811883.5667927734,-811883.5667927734,"(807096.881, 1274499.417]"
915,-61.59,121.03,74.62,829939.55,26792.95,856732.5,2.6723,856732.5,-0.006159,856714.0855988918,-856714.0855988918,"(807096.881, 1274499.417]"
916,99.92,33.69,51.23,-1346392.97,70513.34,-1275879.63,-3.9797,1275879.63,0.009992000000000001,-1275901.540927044,1275901.540927044,"(-1529915.797, -1062513.261]"
917,-123.25,1.93,-11.8,1660812.0,107292.31,1768104.31,5.5151,1768104.31,-0.012325,1768076.7902058335,-1768076.7902058335,"(1741901.952, 2209304.488]"
918,-3.34,-55.15,13.65,45033.62,78.89,45112.51,0.1407,45112.51,-0.000334,45085.13145424398,-45085.13145424398,"(-127708.19, 339694.345]"
919,-91.9,-19.03,-15.97,1238314.51,59647.13,1297961.64,4.0486,1297961.64,-0.00919,1297998.3365035153,-1297998.3365035153,"(1274499.417, 1741901.952]"
920,-42.48,65.11,0.88,572428.91,12745.91,585174.81,1.8253,585174.81,-0.004248,585161.2749644389,-585161.2749644389,"(339694.345, 807096.881]"
921,-11.17,-3.65,32.42,150506.77,881.13,151387.9,0.4722,151387.9,-0.001117,151396.44410883536,-151396.44410883536,"(-127708.19, 339694.345]"
922,-51.99,-79.82,-1.15,700624.44,19094.06,719718.49,2.245,719718.49,-0.0051990000000000005,719653.4195359,-719653.4195359,"(339694.345, 807096.881]"
923,-10.85,97.67,-6.81,146261.71,832.13,147093.84,0.4588,147093.84,-0.001085,147034.6915676917,-147034.6915676917,"(-127708.19, 339694.345]"
924,75.75,26.09,14.54,-1020697.24,40524.86,-980172.38,-3.0574,980172.38,0.007575,-980200.4753404371,980200.4753404371,"(-1062513.261, -595110.726]"
925,-81.24,-8.7,-45.77,1094656.22,46610.43,1141266.65,3.5599,1141266.65,-0.008124,1141319.607046638,-1141319.607046638,"(807096.881, 1274499.417]"
926,-183.53,-4.63,15.78,2473034.9,237896.54,2710931.44,8.456,2710931.44,-0.018353,2710958.3729667175,-2710958.3729667175,"(2676707.023, 3144109.559]"
927,22.76,-11.62,89.88,-306743.27,3659.97,-303083.3,-0.9454,303083.3,0.0022760000000000002,-303031.22717111674,303031.22717111674,"(-595110.726, -127708.19]"
928,-37.8,6.18,14.44,509415.57,10094.2,519509.77,1.6205,519509.77,-0.0037799999999999995,519444.90556952497,-519444.90556952497,"(339694.345, 807096.881]"
929,-84.16,-56.89,26.17,1134057.9,50026.27,1184084.17,3.6934,1184084.17,-0.008416,1184077.6063264562,-1184077.6063264562,"(807096.881, 1274499.417]"
930,-15.39,97.96,-20.57,207314.38,1671.81,208986.19,0.6519,208986.19,-0.001539,209052.37178497942,-209052.37178497942,"(-127708.19, 339694.345]"
931,-4.72,26.67,20.13,63573.75,157.21,63730.96,0.1988,63730.96,-0.000472,63759.12458430318,-63759.12458430318,"(-127708.19, 339694.345]"
932,-49.84,69.82,-3.89,671600.17,17544.83,689145.0,2.1496,689145.0,-0.004984000000000001,689135.9668547494,-689135.9668547494,"(339694.345, 807096.881]"
933,93.53,3.06,-2.97,-1260292.17,61783.16,-1198509.01,-3.7384,1198509.01,0.009353,-1198527.32542404,1198527.32542404,"(-1529915.797, -1062513.261]"
934,-80.39,-0.33,5.32,1083308.75,45649.09,1128957.84,3.5215,1128957.84,-0.008039,1128895.562128635,-1128895.562128635,"(807096.881, 1274499.417]"
935,-110.68,-84.03,36.81,1491360.33,86515.28,1577875.61,4.9217,1577875.61,-0.011068000000000001,1577928.2802137407,-1577928.2802137407,"(1274499.417, 1741901.952]"
936,-49.47,-13.07,-45.12,666545.41,17281.73,683827.14,2.133,683827.14,-0.004947,683890.7115771731,-683890.7115771731,"(339694.345, 807096.881]"
937,72.69,-12.92,-28.66,-979441.89,37315.13,-942126.76,-2.9387,942126.76,0.007268999999999999,-942175.2613224002,942175.2613224002,"(-1062513.261, -595110.726]"
938,-97.03,14.69,31.19,1307509.56,66499.35,1374008.91,4.2858,1374008.91,-0.009703,1373970.2490546256,-1373970.2490546256,"(1274499.417, 1741901.952]"
939,-30.38,30.16,-40.65,409391.2,6519.36,415910.56,1.2973,415910.56,-0.003038,415887.68601601047,-415887.68601601047,"(339694.345, 807096.881]"
940,-143.92,-43.04,19.91,1939301.55,146291.24,2085592.79,6.5054,2085592.79,-0.014391999999999999,2085608.0553920402,-2085608.0553920402,"(1741901.952, 2209304.488]"
941,-13.5,-52.91,20.43,181846.59,1286.29,183132.88,0.5712,183132.88,-0.00135,183199.064466022,-183199.064466022,"(-127708.19, 339694.345]"
942,91.68,-55.44,0.84,-1235352.95,59362.17,-1175990.78,-3.6682,1175990.78,0.009168,-1176018.6733835873,1176018.6733835873,"(-1529915.797, -1062513.261]"
943,24.93,-28.52,-65.11,-335994.6,4391.29,-331603.31,-1.0343,331603.31,0.002493,-331540.95688567264,331540.95688567264,"(-595110.726, -127708.19]"
944,-101.56,17.24,22.12,1368520.31,72850.1,1441370.41,4.4959,1441370.41,-0.010156,1441365.6274083226,-1441365.6274083226,"(1274499.417, 1741901.952]"
945,-76.8,96.7,18.83,1034835.99,41655.34,1076491.33,3.3578,1076491.33,-0.007679999999999999,1076534.8222654974,-1076534.8222654974,"(807096.881, 1274499.417]"
946,-138.98,10.59,15.44,1872805.11,136430.92,2009236.03,6.2672,2009236.03,-0.013897999999999999,2009171.2515756348,-2009171.2515756348,"(1741901.952, 2209304.488]"
947,-98.61,24.58,-18.64,1328744.21,68676.86,1397421.07,4.3589,1397421.07,-0.009861,1397443.8848410286,-1397443.8848410286,"(1274499.417, 1741901.952]"
948,-80.24,-4.37,-16.09,1081217.58,45473.02,1126690.6,3.5144,1126690.6,-0.008024,1126704.1430436145,-1126704.1430436145,"(807096.881, 1274499.417]"
949,0.04,-7.7,23.92,-579.19,0.01,-579.17,-0.0018,579.17,4e-06,-538.9867945606112,538.9867945606112,"(-127708.19, 339694.345]"
950,57.72,6.36,3.16,-777837.53,23534.52,-754303.0,-2.3528,754303.0,0.005772,-754243.6177633173,754243.6177633173,"(-1062513.261, -595110.726]"
951,113.2,-102.17,34.7,-1525388.21,90508.3,-1434879.91,-4.4757,1434879.91,0.01132,-1434859.3474526124,1434859.3474526124,"(-1529915.797, -1062513.261]"
952,126.6,-13.08,70.43,-1705868.5,113192.78,-1592675.72,-4.9679,1592675.72,0.01266,-1592728.460300187,1592728.460300187,"(-1997318.332, -1529915.797]"
953,-143.69,-51.95,53.04,1936261.37,145832.93,2082094.3,6.4945,2082094.3,-0.014369,2082041.605630897,-2082041.605630897,"(1741901.952, 2209304.488]"
954,10.45,-89.08,-14.58,-140823.6,771.4,-140052.2,-0.4369,140052.2,0.001045,-140041.96971730219,140041.96971730219,"(-595110.726, -127708.19]"
955,25.35,-16.83,32.48,-341575.61,4538.38,-337037.22,-1.0513,337037.22,0.002535,-337051.2861027023,337051.2861027023,"(-595110.726, -127708.19]"
956,129.59,71.7,-34.51,-1746215.02,118610.48,-1627604.54,-5.0768,1627604.54,0.012959,-1627608.3552395708,1627608.3552395708,"(-1997318.332, -1529915.797]"
957,-40.28,53.42,1.46,542795.97,11460.43,554256.4,1.7288,554256.4,-0.004028,554230.429567458,-554230.429567458,"(339694.345, 807096.881]"
958,125.14,-6.86,37.35,-1686297.07,110610.36,-1575686.72,-4.9149,1575686.72,0.012514,-1575650.9184737557,1575650.9184737557,"(-1997318.332, -1529915.797]"
959,29.91,2.0,-13.41,-403095.48,6320.38,-396775.1,-1.2376,396775.1,0.002991,-396717.3283872711,396717.3283872711,"(-595110.726, -127708.19]"
960,-12.88,39.17,-20.34,173541.17,1171.47,174712.65,0.545,174712.65,-0.001288,174729.07657780524,-174729.07657780524,"(-127708.19, 339694.345]"
961,71.27,0.27,4.32,-960399.37,35878.26,-924521.11,-2.8838,924521.11,0.007127,-924484.6426423074,924484.6426423074,"(-1062513.261, -595110.726]"
962,97.61,-24.85,19.65,-1315277.89,67291.88,-1247986.01,-3.8927,1247986.01,0.009761,-1247997.146493895,1247997.146493895,"(-1529915.797, -1062513.261]"
963,133.86,-35.87,-18.39,-1803770.39,126558.16,-1677212.23,-5.2316,1677212.23,0.013386000000000002,-1677201.1612947597,1677201.1612947597,"(-1997318.332, -1529915.797]"
964,-146.07,47.41,-20.23,1968342.96,150705.53,2119048.49,6.6098,2119048.49,-0.014606999999999998,2118982.748193119,-2118982.748193119,"(1741901.952, 2209304.488]"
965,71.19,-2.07,23.5,-959322.03,35797.81,-923524.22,-2.8807,923524.22,0.0071189999999999995,-923487.1405248443,923487.1405248443,"(-1062513.261, -595110.726]"
966,-21.98,39.98,12.47,296175.27,3412.13,299587.4,0.9345,299587.4,-0.002198,299591.66799789475,-299591.66799789475,"(-127708.19, 339694.345]"
967,-145.51,87.4,7.69,1960801.02,149552.85,2110353.87,6.5826,2110353.87,-0.014551,2110283.516175897,-2110283.516175897,"(1741901.952, 2209304.488]"
968,15.12,30.8,25.81,-203781.04,1615.31,-202165.74,-0.6306,202165.74,0.0015119999999999999,-202126.60706036986,202126.60706036986,"(-595110.726, -127708.19]"
969,-32.15,27.24,-56.57,433229.45,7300.68,440530.13,1.3741,440530.13,-0.003215,440520.05633122136,-440520.05633122136,"(339694.345, 807096.881]"
970,95.72,-26.93,-38.77,-1289779.73,64708.11,-1225071.62,-3.8213,1225071.62,0.009572,-1225110.2132898953,1225110.2132898953,"(-1529915.797, -1062513.261]"
971,-47.03,99.3,-4.66,633692.72,15620.15,649312.87,2.0253,649312.87,-0.004703,649348.8053118064,-649348.8053118064,"(339694.345, 807096.881]"
972,116.58,-26.72,17.27,-1570942.54,95994.92,-1474947.62,-4.6007,1474947.62,0.011658,-1474919.2663021504,1474919.2663021504,"(-1529915.797, -1062513.261]"
973,149.33,-49.39,14.42,-2012203.39,157496.67,-1854706.72,-5.7852,1854706.72,0.014933000000000002,-1854716.616118577,1854716.616118577,"(-1997318.332, -1529915.797]"
974,-193.02,85.9,-7.15,2600934.54,263139.76,2864074.3,8.9337,2864074.3,-0.019302,2864074.5371470847,-2864074.5371470847,"(2676707.023, 3144109.559]"
975,34.21,22.51,-50.59,-461028.42,8267.67,-452760.75,-1.4123,452760.75,0.003421,-452712.27841472835,452712.27841472835,"(-595110.726, -127708.19]"
976,58.69,90.79,-8.16,-790780.75,24324.27,-766456.48,-2.3907,766456.48,0.005869,-766516.7989706291,766516.7989706291,"(-1062513.261, -595110.726]"
977,80.02,34.46,-2.45,-1078248.77,45223.65,-1033025.12,-3.2222,1033025.12,0.008002,-1033040.7420446686,1033040.7420446686,"(-1062513.261, -595110.726]"
978,-55.31,-11.57,14.05,745257.45,21604.3,766861.75,2.392,766861.75,-0.005531,766906.308615469,-766906.308615469,"(339694.345, 807096.881]"
979,10.25,-46.34,-34.35,-138167.66,742.58,-137425.09,-0.4287,137425.09,0.001025,-137376.21950739154,137376.21950739154,"(-595110.726, -127708.19]"
980,4.17,66.86,-6.91,-56189.62,122.81,-56066.8,-0.1749,56066.8,0.000417,-56067.735945986,56067.735945986,"(-127708.19, 339694.345]"
981,-35.66,-20.64,63.55,480475.4,8979.87,489455.27,1.5267,489455.27,-0.0035659999999999997,489498.1938452984,-489498.1938452984,"(339694.345, 807096.881]"
982,-77.73,-46.87,25.37,1047407.24,42673.55,1090080.79,3.4002,1090080.79,-0.007773,1090081.5529530102,-1090081.5529530102,"(807096.881, 1274499.417]"
983,-113.05,-14.04,-21.14,1523366.77,90268.58,1613635.35,5.0333,1613635.35,-0.011304999999999999,1613608.9321997736,-1613608.9321997736,"(1274499.417, 1741901.952]"
984,-16.31,68.53,23.84,219823.95,1879.65,221703.6,0.6915,221703.6,-0.0016309999999999999,221655.30940146794,-221655.30940146794,"(-127708.19, 339694.345]"
985,-170.66,-14.59,7.93,2299608.54,205700.55,2505309.09,7.8146,2505309.09,-0.017066,2505340.1881481395,-2505340.1881481395,"(2209304.488, 2676707.023]"
986,-65.22,40.44,14.82,878801.49,30040.64,908842.13,2.8349,908842.13,-0.006522,908879.3433940698,-908879.3433940698,"(807096.881, 1274499.417]"
987,56.42,93.33,-22.07,-760282.28,22484.2,-737798.09,-2.3014,737798.09,0.005642,-737774.1818747128,737774.1818747128,"(-1062513.261, -595110.726]"
988,86.23,16.13,10.79,-1161979.11,52519.95,-1109459.17,-3.4606,1109459.17,0.008623,-1109428.4050269094,1109428.4050269094,"(-1529915.797, -1062513.261]"
